company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,delay_minutes,ground_time_ratio,is_tight_ground,total_passengers,total_lap_children,total_child_passengers,total_stroller_users,total_basic_economy_pax,total_ssr_count,unique_pnr_count,child_passenger_ratio,basic_economy_ratio,ssr_per_passenger,stroller_ratio,avg_pax_per_pnr,total_bags,num_hot_transfer_bags,num_transfer_bags,load_factor,bags_per_passenger,hot_transfer_ratio
UA,307,2025-08-14,ORD,COS,2025-08-14 09:15:00+00:00,2025-08-14T11:08:00Z,2025-08-14 09:11:00+00:00,2025-08-14T10:44:00Z,179,B737-MAX9,Mainline,94,85,56,-4.0,1.5178571428571428,0,4.0,0.0,2.0,2.0,1.0,2.0,2.0,0.5,0.25,0.5,0.5,2.0,85.0,6.0,30.0,0.0223463687150838,21.25,0.07058823529411765
UA,1538,2025-08-08,ORD,SAV,2025-08-08 11:05:00+00:00,2025-08-08T14:34:00Z,2025-08-08 10:59:00+00:00,2025-08-08T14:11:00Z,126,B737-700,Mainline,100,108,43,-6.0,2.511627906976744,0,7.0,0.0,3.0,3.0,0.0,3.0,2.0,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,3.5,87.0,0.0,18.0,0.05555555555555555,12.428571428571429,0.0
UA,1006,2025-08-02,ORD,LGA,2025-08-02 18:00:00+00:00,2025-08-02T21:20:00Z,2025-08-02 19:00:00+00:00,2025-08-02T22:10:00Z,166,B737-800,Mainline,63,55,51,60.0,1.0784313725490196,0,16.0,0.0,8.0,8.0,0.0,8.0,6.0,0.5,0.0,0.5,0.5,2.6666666666666665,73.0,4.0,36.0,0.0963855421686747,4.5625,0.0547945205479452
G7,4395,2025-08-14,ORD,TVC,2025-08-14 18:15:00+00:00,2025-08-14T20:38:00Z,2025-08-14 19:41:00+00:00,2025-08-14T21:46:00Z,50,CRJ-550,Express,132,124,29,86.0,4.275862068965517,0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,37.0,3.0,34.0,0.04,18.5,0.08108108108108109
UA,1538,2025-08-06,ORD,SAV,2025-08-06 11:05:00+00:00,2025-08-06T14:34:00Z,2025-08-06 10:57:00+00:00,2025-08-06T14:09:00Z,126,B737-700,Mainline,95,81,43,-8.0,1.8837209302325582,0,7.0,0.0,5.0,5.0,2.0,5.0,5.0,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.7142857142857143,1.4,69.0,0.0,31.0,0.05555555555555555,9.857142857142858,0.0
UA,2138,2025-08-08,ORD,LGA,2025-08-08 14:05:00+00:00,2025-08-08T17:27:00Z,2025-08-08 14:01:00+00:00,2025-08-08T17:13:00Z,166,B737-800,Mainline,62,87,51,-4.0,1.7058823529411764,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,21.0,41.0,0.0,0.0,0.2876712328767123
G7,4481,2025-08-15,ORD,GRR,2025-08-15 07:00:00+00:00,2025-08-15T09:07:00Z,2025-08-15 06:56:00+00:00,2025-08-15T09:01:00Z,50,CRJ-550,Express,644,632,29,-4.0,21.79310344827586,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,9.0,37.0,0.0,0.0,0.24324324324324326
OO,5108,2025-08-14,ORD,SLN,2025-08-14 16:45:00+00:00,2025-08-14T18:50:00Z,2025-08-14 16:39:00+00:00,2025-08-14T18:33:00Z,50,CRJ-200,Express,85,82,29,-6.0,2.8275862068965516,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,41.0,3.0,18.0,0.02,41.0,0.07317073170731707
YX,3568,2025-08-15,ORD,YYZ,2025-08-15 10:50:00+00:00,2025-08-15T13:42:00Z,2025-08-15 10:48:00+00:00,2025-08-15T13:40:00Z,76,ERJ-175,Express,75,64,42,-2.0,1.5238095238095237,0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,46.0,4.0,19.0,0.02631578947368421,23.0,0.08695652173913043
OO,4739,2025-08-03,ORD,GRB,2025-08-03 15:35:00+00:00,2025-08-03T16:48:00Z,2025-08-03 15:34:00+00:00,2025-08-03T16:40:00Z,50,CRJ-200,Express,69,63,29,-1.0,2.1724137931034484,0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,52.0,9.0,35.0,0.04,26.0,0.17307692307692307
UA,664,2025-08-02,ORD,LGA,2025-08-02 16:00:00+00:00,2025-08-02T19:20:00Z,2025-08-02 16:01:00+00:00,2025-08-02T19:10:00Z,166,B737-800,Mainline,400,59,51,1.0,1.1568627450980393,0,9.0,0.0,6.0,6.0,1.0,6.0,6.0,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.6666666666666666,1.5,94.0,0.0,29.0,0.05421686746987952,10.444444444444445,0.0
OO,5517,2025-08-04,ORD,PVD,2025-08-04 18:15:00+00:00,2025-08-04T21:54:00Z,2025-08-04 18:14:00+00:00,2025-08-04T21:40:00Z,76,ERJ-175,Express,87,86,34,-1.0,2.5294117647058822,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,45.0,1.0,32.0,0.013157894736842105,45.0,0.022222222222222223
UA,1156,2025-08-08,ORD,MSY,2025-08-08 19:55:00+00:00,2025-08-08T22:25:00Z,2025-08-08 20:14:00+00:00,2025-08-08T22:35:00Z,179,B737-900,Mainline,62,61,56,19.0,1.0892857142857142,0,14.0,0.0,4.0,4.0,4.0,4.0,2.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,7.0,121.0,7.0,78.0,0.0782122905027933,8.642857142857142,0.05785123966942149
G7,4387,2025-08-06,ORD,CID,2025-08-06 09:20:00+00:00,2025-08-06T10:40:00Z,2025-08-06 09:05:00+00:00,2025-08-06T10:30:00Z,50,CRJ-550,Express,75,73,29,-15.0,2.5172413793103448,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,38.0,0.0,0.0,0.0
UA,1361,2025-08-11,ORD,STL,2025-08-11 21:20:00+00:00,2025-08-11T22:45:00Z,2025-08-11 21:40:00+00:00,2025-08-11T23:34:00Z,126,A319-100,Mainline,60,52,43,20.0,1.2093023255813953,0,4.0,0.0,2.0,2.0,0.0,2.0,2.0,0.5,0.0,0.5,0.5,2.0,98.0,23.0,94.0,0.031746031746031744,24.5,0.23469387755102042
UA,2323,2025-08-03,ORD,MCO,2025-08-03 09:15:00+00:00,2025-08-03T13:10:00Z,2025-08-03 09:09:00+00:00,2025-08-03T12:48:00Z,200,A321-2NX,Mainline,97,99,62,-6.0,1.596774193548387,0,4.0,0.0,3.0,3.0,1.0,3.0,3.0,0.75,0.25,0.75,0.75,1.3333333333333333,171.0,0.0,27.0,0.02,42.75,0.0
OO,5229,2025-08-13,ORD,ILM,2025-08-13 11:59:00+00:00,2025-08-13T15:24:00Z,2025-08-13 11:54:00+00:00,2025-08-13T14:59:00Z,76,ERJ-175,Express,47,39,34,-5.0,1.1470588235294117,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,11.0,0.0,0.0,0.043478260869565216
YX,3700,2025-08-02,ORD,BNA,2025-08-02 07:25:00+00:00,2025-08-02T09:13:00Z,2025-08-02 07:40:00+00:00,2025-08-02T09:15:00Z,76,ERJ-175,Express,5,33,34,15.0,0.9705882352941176,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,3.0,29.0,0.013157894736842105,50.0,0.06
G7,4610,2025-08-15,ORD,XNA,2025-08-15 12:41:00+00:00,2025-08-15T14:35:00Z,2025-08-15 12:38:00+00:00,2025-08-15T14:28:00Z,50,CRJ-550,Express,59,71,29,-3.0,2.4482758620689653,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,23.0,0.0,0.0,0.21428571428571427
UA,1414,2025-08-13,ORD,BOI,2025-08-13 08:45:00+00:00,2025-08-13T11:43:00Z,2025-08-13 08:40:00+00:00,2025-08-13T11:09:00Z,150,A320-200,Mainline,59,78,46,-5.0,1.6956521739130435,0,6.0,0.0,5.0,5.0,1.0,5.0,5.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.2,92.0,22.0,63.0,0.04,15.333333333333334,0.2391304347826087
UA,1156,2025-08-13,ORD,MSY,2025-08-13 19:55:00+00:00,2025-08-13T22:25:00Z,2025-08-13 19:56:00+00:00,2025-08-13T22:17:00Z,179,B737-MAX9,Mainline,73,62,56,1.0,1.1071428571428572,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48.0,6.0,28.0,0.00558659217877095,48.0,0.125
UA,247,2025-08-13,ORD,OMA,2025-08-13 12:45:00+00:00,2025-08-13T14:22:00Z,2025-08-13 12:38:00+00:00,2025-08-13T14:07:00Z,150,A320-200,Mainline,69,86,46,-7.0,1.8695652173913044,0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,61.0,17.0,51.0,0.013333333333333334,30.5,0.2786885245901639
UA,2378,2025-08-08,ORD,LAX,2025-08-08 21:42:00+00:00,2025-08-09T00:15:00Z,2025-08-08 21:50:00+00:00,2025-08-08T23:59:00Z,200,A321-2NX,Mainline,77,94,62,8.0,1.5161290322580645,0,7.0,0.0,4.0,4.0,0.0,4.0,4.0,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,1.75,156.0,0.0,106.0,0.035,22.285714285714285,0.0
OO,5930,2025-08-14,ORD,FAR,2025-08-14 13:20:00+00:00,2025-08-14T15:29:00Z,2025-08-14 15:00:00+00:00,2025-08-14T16:49:00Z,50,CRJ-200,Express,205,91,29,100.0,3.1379310344827585,0,8.0,0.0,6.0,6.0,2.0,6.0,6.0,0.75,0.25,0.75,0.75,1.3333333333333333,47.0,1.0,22.0,0.16,5.875,0.02127659574468085
YX,3628,2025-08-11,ORD,IND,2025-08-11 17:50:00+00:00,2025-08-11T20:03:00Z,2025-08-11 17:45:00+00:00,2025-08-11T19:54:00Z,76,ERJ-175,Express,45,38,34,-5.0,1.1176470588235294,0,3.0,0.0,2.0,2.0,1.0,2.0,2.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.5,65.0,14.0,35.0,0.039473684210526314,21.666666666666668,0.2153846153846154
OO,5564,2025-08-01,ORD,SBN,2025-08-01 14:20:00+00:00,2025-08-01T16:18:00Z,2025-08-01 14:29:00+00:00,2025-08-01T16:29:00Z,50,CRJ-550,Express,57,87,29,9.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,35.0,0.0,0.0,0.05555555555555555
UA,2361,2025-08-13,ORD,LAX,2025-08-13 07:10:00+00:00,2025-08-13T09:40:00Z,2025-08-13 07:07:00+00:00,2025-08-13T09:15:00Z,234,B757-300,Mainline,662,498,66,-3.0,7.545454545454546,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,17.0,47.0,0.0,0.0,0.16666666666666666
YX,3520,2025-08-05,ORD,CVG,2025-08-05 21:16:00+00:00,2025-08-05T23:46:00Z,2025-08-05 21:16:00+00:00,2025-08-05T23:30:00Z,76,ERJ-175,Express,162,166,34,0.0,4.882352941176471,0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,2.0,31.0,16.0,28.0,0.02631578947368421,15.5,0.5161290322580645
G7,4546,2025-08-06,ORD,AVP,2025-08-06 18:35:00+00:00,2025-08-06T21:43:00Z,2025-08-06 19:14:00+00:00,2025-08-06T22:06:00Z,50,CRJ-550,Express,-5,23,29,39.0,0.7931034482758621,1,2.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,28.0,0.0,20.0,0.04,14.0,0.0
OO,5362,2025-08-14,ORD,MKE,2025-08-14 21:40:00+00:00,2025-08-14T22:45:00Z,2025-08-14 21:35:00+00:00,2025-08-14T22:20:00Z,50,CRJ-200,Express,90,66,29,-5.0,2.2758620689655173,0,3.0,0.0,3.0,3.0,1.0,3.0,3.0,1.0,0.3333333333333333,1.0,1.0,1.0,55.0,0.0,38.0,0.06,18.333333333333332,0.0
OO,5251,2025-08-03,ORD,ASE,2025-08-03 19:35:00+00:00,2025-08-03T21:44:00Z,2025-08-03 19:43:00+00:00,2025-08-03T22:00:00Z,70,ERJ-175,Express,68,91,34,8.0,2.676470588235294,0,3.0,0.0,3.0,3.0,1.0,3.0,3.0,1.0,0.3333333333333333,1.0,1.0,1.0,58.0,13.0,28.0,0.04285714285714286,19.333333333333332,0.22413793103448276
G7,4429,2025-08-07,ORD,FSD,2025-08-07 15:52:00+00:00,2025-08-07T17:44:00Z,2025-08-07 15:51:00+00:00,2025-08-07T17:36:00Z,50,CRJ-550,Express,57,78,29,-1.0,2.689655172413793,0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,24.0,3.0,21.0,0.04,12.0,0.125
UA,1899,2025-08-01,ORD,YYC,2025-08-01 20:05:00+00:00,2025-08-01T22:53:00Z,2025-08-01 21:19:00+00:00,2025-08-01T23:47:00Z,126,A319-100,Mainline,70,102,52,74.0,1.9615384615384615,0,30.0,0.0,9.0,9.0,1.0,9.0,6.0,0.3,0.03333333333333333,0.3,0.3,5.0,89.0,2.0,38.0,0.23809523809523808,2.966666666666667,0.02247191011235955
UA,2137,2025-08-03,ORD,SLC,2025-08-03 09:02:00+00:00,2025-08-03T11:40:00Z,2025-08-03 09:00:00+00:00,2025-08-03T11:40:00Z,166,B737-800,Mainline,68,76,51,-2.0,1.4901960784313726,0,5.0,0.0,2.0,2.0,0.0,2.0,2.0,0.4,0.0,0.4,0.4,2.5,89.0,12.0,58.0,0.030120481927710843,17.8,0.1348314606741573
UA,1576,2025-08-10,ORD,LGA,2025-08-10 20:00:00+00:00,2025-08-10T23:22:00Z,2025-08-10 20:00:00+00:00,2025-08-10T23:34:00Z,166,B737-800,Mainline,80,73,51,0.0,1.4313725490196079,0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.5,50.0,0.0,13.0,0.018072289156626505,16.666666666666668,0.0
UA,2004,2025-08-11,ORD,SYR,2025-08-11 13:45:00+00:00,2025-08-11T16:44:00Z,2025-08-11 13:53:00+00:00,2025-08-11T16:39:00Z,150,A320-200,Mainline,84,102,46,8.0,2.217391304347826,0,11.0,0.0,7.0,7.0,0.0,7.0,6.0,0.6363636363636364,0.0,0.6363636363636364,0.6363636363636364,1.8333333333333333,101.0,18.0,82.0,0.07333333333333333,9.181818181818182,0.1782178217821782
UA,343,2025-08-02,ORD,SFO,2025-08-02 10:53:00+00:00,2025-08-02T13:40:00Z,2025-08-02 10:52:00+00:00,2025-08-02T13:23:00Z,200,A321-2NX,Mainline,1079,1115,62,-1.0,17.983870967741936,0,3.0,0.0,2.0,2.0,1.0,2.0,2.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.5,128.0,0.0,34.0,0.015,42.666666666666664,0.0
UA,2370,2025-08-11,ORD,BOS,2025-08-11 14:28:00+00:00,2025-08-11T18:06:00Z,2025-08-11 14:28:00+00:00,2025-08-11T18:06:00Z,179,B737-900,Mainline,79,69,56,0.0,1.2321428571428572,0,8.0,0.0,5.0,5.0,2.0,5.0,5.0,0.625,0.25,0.625,0.625,1.6,132.0,1.0,57.0,0.0446927374301676,16.5,0.007575757575757576
UA,2189,2025-08-01,ORD,LGA,2025-08-01 13:00:00+00:00,2025-08-01T16:20:00Z,2025-08-01 12:56:00+00:00,2025-08-01T15:56:00Z,166,B737-MAX8,Mainline,96,94,60,-4.0,1.5666666666666667,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,63.0,2.0,7.0,0.006024096385542169,63.0,0.031746031746031744
UA,481,2025-08-12,ORD,RNO,2025-08-12 19:52:00+00:00,2025-08-12T22:19:00Z,2025-08-12 22:01:00+00:00,2025-08-13T00:27:00Z,126,B737-700,Mainline,95,51,43,129.0,1.186046511627907,0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.5,73.0,1.0,50.0,0.023809523809523808,24.333333333333332,0.0136986301369863
UA,1209,2025-08-15,ORD,EWR,2025-08-15 21:25:00+00:00,2025-08-16T00:46:00Z,2025-08-15 21:30:00+00:00,2025-08-16T00:46:00Z,179,B737-900,Mainline,67,55,56,5.0,0.9821428571428571,0,22.0,0.0,7.0,7.0,5.0,7.0,4.0,0.3181818181818182,0.22727272727272727,0.3181818181818182,0.3181818181818182,5.5,122.0,19.0,71.0,0.12290502793296089,5.545454545454546,0.1557377049180328
UA,2177,2025-08-15,ORD,MSN,2025-08-15 14:00:00+00:00,2025-08-15T15:03:00Z,2025-08-15 14:30:00+00:00,2025-08-15T15:36:00Z,126,A319-100,Mainline,9,42,43,30.0,0.9767441860465116,1,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,86.0,21.0,86.0,0.015873015873015872,43.0,0.2441860465116279
UA,909,2025-08-13,ORD,AMS,2025-08-13 18:15:00+00:00,2025-08-14T09:20:00Z,2025-08-13 18:49:00+00:00,2025-08-14T09:24:00Z,243,B787-8,Mainline,280,319,95,34.0,3.357894736842105,0,17.0,0.0,9.0,9.0,0.0,9.0,7.0,0.5294117647058824,0.0,0.5294117647058824,0.5294117647058824,2.4285714285714284,220.0,0.0,123.0,0.06995884773662552,12.941176470588236,0.0
UA,1584,2025-08-05,ORD,LAX,2025-08-05 10:50:00+00:00,2025-08-05T13:23:00Z,2025-08-05 10:50:00+00:00,2025-08-05T13:03:00Z,200,A321-2NX,Mainline,711,739,62,0.0,11.919354838709678,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159.0,0.0,13.0,0.005,159.0,0.0
YX,3690,2025-08-13,ORD,IND,2025-08-13 15:40:00+00:00,2025-08-13T17:53:00Z,2025-08-13 15:31:00+00:00,2025-08-13T17:36:00Z,76,ERJ-175,Express,57,45,34,-9.0,1.3235294117647058,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,5.0,39.0,0.0,0.0,0.09615384615384616
YX,3542,2025-08-15,ORD,YUL,2025-08-15 17:58:00+00:00,2025-08-15T21:29:00Z,2025-08-15 17:53:00+00:00,2025-08-15T21:27:00Z,76,ERJ-175,Express,53,71,42,-5.0,1.6904761904761905,0,4.0,0.0,2.0,2.0,0.0,2.0,1.0,0.5,0.0,0.5,0.5,4.0,56.0,2.0,34.0,0.05263157894736842,14.0,0.03571428571428571
OO,4791,2025-08-14,ORD,SBN,2025-08-14 10:35:00+00:00,2025-08-14T12:33:00Z,2025-08-14 10:27:00+00:00,2025-08-14T12:20:00Z,50,CRJ-550,Express,56,32,29,-8.0,1.103448275862069,0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,26.0,13.0,25.0,0.04,13.0,0.5
UA,2011,2025-08-11,ORD,YVR,2025-08-11 08:48:00+00:00,2025-08-11T11:33:00Z,2025-08-11 09:00:00+00:00,2025-08-11T11:29:00Z,150,A320-200,Mainline,67,103,60,12.0,1.7166666666666666,0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,137.0,16.0,84.0,0.013333333333333334,68.5,0.11678832116788321
UA,1946,2025-08-15,ORD,LGA,2025-08-15 15:00:00+00:00,2025-08-15T18:20:00Z,2025-08-15 14:59:00+00:00,2025-08-15T18:15:00Z,166,B737-MAX8,Mainline,105,114,51,-1.0,2.235294117647059,0,20.0,1.0,8.0,8.0,6.0,8.0,6.0,0.45,0.3,0.4,0.4,3.3333333333333335,58.0,1.0,12.0,0.12048192771084337,2.9,0.017241379310344827
OO,5292,2025-08-02,ORD,MTY,2025-08-02 08:45:00+00:00,2025-08-02T11:41:00Z,2025-08-02 08:41:00+00:00,2025-08-02T11:46:00Z,76,ERJ-175,Express,756,749,42,-4.0,17.833333333333332,0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.5,59.0,4.0,12.0,0.039473684210526314,19.666666666666668,0.06779661016949153
UA,845,2025-08-12,ORD,GRU,2025-08-12 21:20:00+00:00,2025-08-13T09:30:00Z,2025-08-12 23:15:00+00:00,2025-08-13T11:30:00Z,318,B787-10,Mainline,300,379,155,115.0,2.445161290322581,0,14.0,0.0,12.0,12.0,0.0,12.0,12.0,0.8571428571428571,0.0,0.8571428571428571,0.8571428571428571,1.1666666666666667,316.0,28.0,244.0,0.0440251572327044,22.571428571428573,0.08860759493670886
YX,3525,2025-08-13,ORD,YYZ,2025-08-13 16:43:00+00:00,2025-08-13T19:37:00Z,2025-08-13 16:41:00+00:00,2025-08-13T19:31:00Z,76,ERJ-175,Express,58,78,42,-2.0,1.8571428571428572,0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,47.0,4.0,26.0,0.02631578947368421,23.5,0.0851063829787234
UA,2677,2025-08-06,ORD,IAD,2025-08-06 17:56:00+00:00,2025-08-06T20:55:00Z,2025-08-06 21:10:00+00:00,2025-08-07T00:23:00Z,176,B757-200,Mainline,231,412,122,194.0,3.377049180327869,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,76.0,7.0,38.0,0.005681818181818182,76.0,0.09210526315789473
UA,767,2025-08-13,ORD,DEN,2025-08-13 21:32:00+00:00,2025-08-13T23:22:00Z,2025-08-13 22:10:00+00:00,2025-08-13T23:42:00Z,200,A321-2NX,Mainline,22,64,62,38.0,1.032258064516129,1,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,79.0,0.0,55.0,0.01,39.5,0.0
OO,5026,2025-08-13,ORD,JST,2025-08-13 21:05:00+00:00,2025-08-13T23:55:00Z,2025-08-13 21:18:00+00:00,2025-08-14T00:08:00Z,50,CRJ-200,Express,40,69,29,13.0,2.3793103448275863,0,3.0,0.0,3.0,3.0,1.0,3.0,3.0,1.0,0.3333333333333333,1.0,1.0,1.0,36.0,12.0,23.0,0.06,12.0,0.3333333333333333
