company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,delay_minutes,ground_time_ratio,is_tight_ground,total_passengers,total_lap_children,total_child_passengers,total_stroller_users,total_basic_economy_pax,total_ssr_count,unique_pnr_count,child_passenger_ratio,basic_economy_ratio,ssr_per_passenger,stroller_ratio,avg_pax_per_pnr,total_bags,num_hot_transfer_bags,num_transfer_bags,load_factor,bags_per_passenger,hot_transfer_ratio,load_category,ssr_level,dep_date,interpretable_raw,interpretable_score,interpretable_rank,interpretable_class,ml_predicted_delay,ml_difficulty_score,ml_daily_rank,ml_difficulty_class
UA,1156,2025-08-08,ORD,MSY,2025-08-08 19:55:00+00:00,2025-08-08T22:25:00Z,2025-08-08 20:14:00+00:00,2025-08-08T22:35:00Z,179,B737-900,Mainline,62,61,56,19.0,1.0892857142857142,0,14.0,0.0,4.0,4.0,4.0,4.0,2.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,7.0,121.0,7.0,78.0,0.0782122905027933,8.642857142857142,0.05785123966942149,Very High,Medium SSR,2025-08-08,4.457508822195226,0.5187177345605304,399,Easy,18.2513826778139,0.03325875338385232,106,Difficult
G7,4387,2025-08-06,ORD,CID,2025-08-06 09:20:00+00:00,2025-08-06T10:40:00Z,2025-08-06 09:05:00+00:00,2025-08-06T10:30:00Z,50,CRJ-550,Express,75,73,29,-15.0,2.5172413793103448,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,38.0,0.0,0.0,0.0,Low,Low SSR,2025-08-06,24.83073909607246,0.22157736323207217,403,Easy,2.6760357082063435,0.022795725889079785,340,Easy
UA,1361,2025-08-11,ORD,STL,2025-08-11 21:20:00+00:00,2025-08-11T22:45:00Z,2025-08-11 21:40:00+00:00,2025-08-11T23:34:00Z,126,A319-100,Mainline,60,52,43,20.0,1.2093023255813953,0,4.0,0.0,2.0,2.0,0.0,2.0,2.0,0.5,0.0,0.5,0.5,2.0,98.0,23.0,94.0,0.031746031746031744,24.5,0.23469387755102042,High,Medium SSR,2025-08-11,8.353769456458053,0.2833217972074377,125,Difficult,13.983776461642965,0.02835217284456203,134,Difficult
UA,2323,2025-08-03,ORD,MCO,2025-08-03 09:15:00+00:00,2025-08-03T13:10:00Z,2025-08-03 09:09:00+00:00,2025-08-03T12:48:00Z,200,A321-2NX,Mainline,97,99,62,-6.0,1.596774193548387,0,4.0,0.0,3.0,3.0,1.0,3.0,3.0,0.75,0.25,0.75,0.75,1.3333333333333333,171.0,0.0,27.0,0.02,42.75,0.0,Medium,High SSR,2025-08-03,2.45111377363191,0.08533533036286317,542,Easy,2.3434907342903752,0.023934936504568217,410,Easy
OO,5229,2025-08-13,ORD,ILM,2025-08-13 11:59:00+00:00,2025-08-13T15:24:00Z,2025-08-13 11:54:00+00:00,2025-08-13T14:59:00Z,76,ERJ-175,Express,47,39,34,-5.0,1.1470588235294117,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,11.0,0.0,0.0,0.043478260869565216,Low,Low SSR,2025-08-13,9.365730973063904,0.3149490214947253,495,Easy,5.768077020649575,0.014793974493241213,291,Medium
YX,3700,2025-08-02,ORD,BNA,2025-08-02 07:25:00+00:00,2025-08-02T09:13:00Z,2025-08-02 07:40:00+00:00,2025-08-02T09:15:00Z,76,ERJ-175,Express,5,33,34,15.0,0.9705882352941176,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,3.0,29.0,0.013157894736842105,50.0,0.06,Medium,Very High SSR,2025-08-02,12.504978758235506,0.287727063802613,416,Easy,42.89099776346634,0.08818144893979447,54,Difficult
G7,4610,2025-08-15,ORD,XNA,2025-08-15 12:41:00+00:00,2025-08-15T14:35:00Z,2025-08-15 12:38:00+00:00,2025-08-15T14:28:00Z,50,CRJ-550,Express,59,71,29,-3.0,2.4482758620689653,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,23.0,0.0,0.0,0.21428571428571427,Low,Low SSR,2025-08-15,22.028174219938062,0.28765260384856695,463,Easy,0.06855253522927204,0.0075416207394672025,514,Easy
UA,1414,2025-08-13,ORD,BOI,2025-08-13 08:45:00+00:00,2025-08-13T11:43:00Z,2025-08-13 08:40:00+00:00,2025-08-13T11:09:00Z,150,A320-200,Mainline,59,78,46,-5.0,1.6956521739130435,0,6.0,0.0,5.0,5.0,1.0,5.0,5.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.2,92.0,22.0,63.0,0.04,15.333333333333334,0.2391304347826087,High,Very High SSR,2025-08-13,19.967452329517204,0.4393087634999896,227,Medium,4.9851167523659345,0.01362791857922169,313,Medium
UA,1156,2025-08-13,ORD,MSY,2025-08-13 19:55:00+00:00,2025-08-13T22:25:00Z,2025-08-13 19:56:00+00:00,2025-08-13T22:17:00Z,179,B737-MAX9,Mainline,73,62,56,1.0,1.1071428571428572,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48.0,6.0,28.0,0.00558659217877095,48.0,0.125,Low,Very High SSR,2025-08-13,20.746227928764533,0.4484439151745279,205,Medium,20.67960149548377,0.037001578129430154,131,Difficult
UA,247,2025-08-13,ORD,OMA,2025-08-13 12:45:00+00:00,2025-08-13T14:22:00Z,2025-08-13 12:38:00+00:00,2025-08-13T14:07:00Z,150,A320-200,Mainline,69,86,46,-7.0,1.8695652173913044,0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,61.0,17.0,51.0,0.013333333333333334,30.5,0.2786885245901639,Medium,Medium SSR,2025-08-13,21.29007885011047,0.45482336601971896,192,Medium,7.27218142110516,0.0170340240877101,259,Medium
UA,2378,2025-08-08,ORD,LAX,2025-08-08 21:42:00+00:00,2025-08-09T00:15:00Z,2025-08-08 21:50:00+00:00,2025-08-08T23:59:00Z,200,A321-2NX,Mainline,77,94,62,8.0,1.5161290322580645,0,7.0,0.0,4.0,4.0,0.0,4.0,4.0,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,1.75,156.0,0.0,106.0,0.035,22.285714285714285,0.0,High,High SSR,2025-08-08,14.211637821649418,0.5857649237715881,84,Difficult,5.331785171003728,0.01393052531514652,256,Medium
OO,5930,2025-08-14,ORD,FAR,2025-08-14 13:20:00+00:00,2025-08-14T15:29:00Z,2025-08-14 15:00:00+00:00,2025-08-14T16:49:00Z,50,CRJ-200,Express,205,91,29,100.0,3.1379310344827585,0,8.0,0.0,6.0,6.0,2.0,6.0,6.0,0.75,0.25,0.75,0.75,1.3333333333333333,47.0,1.0,22.0,0.16,5.875,0.02127659574468085,Very High,High SSR,2025-08-14,26.545444978109106,0.27238139390869887,134,Difficult,51.030043777890505,0.12018871234172875,72,Difficult
YX,3628,2025-08-11,ORD,IND,2025-08-11 17:50:00+00:00,2025-08-11T20:03:00Z,2025-08-11 17:45:00+00:00,2025-08-11T19:54:00Z,76,ERJ-175,Express,45,38,34,-5.0,1.1176470588235294,0,3.0,0.0,2.0,2.0,1.0,2.0,2.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.5,65.0,14.0,35.0,0.039473684210526314,21.666666666666668,0.2153846153846154,High,High SSR,2025-08-11,-0.4362872693604878,0.17949007929611444,371,Medium,13.860017875577393,0.028169031733889727,137,Difficult
OO,5564,2025-08-01,ORD,SBN,2025-08-01 14:20:00+00:00,2025-08-01T16:18:00Z,2025-08-01 14:29:00+00:00,2025-08-01T16:29:00Z,50,CRJ-550,Express,57,87,29,9.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,35.0,0.0,0.0,0.05555555555555555,Low,Low SSR,2025-08-01,23.72374024485391,0.29281590524144724,376,Easy,4.171071823575528,0.040103740508170026,360,Medium
UA,2361,2025-08-13,ORD,LAX,2025-08-13 07:10:00+00:00,2025-08-13T09:40:00Z,2025-08-13 07:07:00+00:00,2025-08-13T09:15:00Z,234,B757-300,Mainline,662,498,66,-3.0,7.545454545454546,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,17.0,47.0,0.0,0.0,0.16666666666666666,Low,Low SSR,2025-08-13,11.6317390259011,0.3415296273565416,445,Easy,0.33557544739311085,0.006703397175311159,482,Easy
YX,3520,2025-08-05,ORD,CVG,2025-08-05 21:16:00+00:00,2025-08-05T23:46:00Z,2025-08-05 21:16:00+00:00,2025-08-05T23:30:00Z,76,ERJ-175,Express,162,166,34,0.0,4.882352941176471,0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,2.0,31.0,16.0,28.0,0.02631578947368421,15.5,0.5161290322580645,High,Medium SSR,2025-08-05,28.014352347588208,0.4719617803904085,342,Medium,4.210068846002033,0.042574184807773835,300,Medium
G7,4546,2025-08-06,ORD,AVP,2025-08-06 18:35:00+00:00,2025-08-06T21:43:00Z,2025-08-06 19:14:00+00:00,2025-08-06T22:06:00Z,50,CRJ-550,Express,-5,23,29,39.0,0.7931034482758621,1,2.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,28.0,0.0,20.0,0.04,14.0,0.0,High,Very High SSR,2025-08-06,34.516810192814674,0.39631085618687717,153,Difficult,35.7401513328719,0.12279008343147868,110,Difficult
OO,5362,2025-08-14,ORD,MKE,2025-08-14 21:40:00+00:00,2025-08-14T22:45:00Z,2025-08-14 21:35:00+00:00,2025-08-14T22:20:00Z,50,CRJ-200,Express,90,66,29,-5.0,2.2758620689655173,0,3.0,0.0,3.0,3.0,1.0,3.0,3.0,1.0,0.3333333333333333,1.0,1.0,1.0,55.0,0.0,38.0,0.06,18.333333333333332,0.0,Very High,Very High SSR,2025-08-14,23.849780939090408,0.22990734491457407,223,Medium,4.396116018401942,0.017912046816558655,355,Medium
OO,5251,2025-08-03,ORD,ASE,2025-08-03 19:35:00+00:00,2025-08-03T21:44:00Z,2025-08-03 19:43:00+00:00,2025-08-03T22:00:00Z,70,ERJ-175,Express,68,91,34,8.0,2.676470588235294,0,3.0,0.0,3.0,3.0,1.0,3.0,3.0,1.0,0.3333333333333333,1.0,1.0,1.0,58.0,13.0,28.0,0.04285714285714286,19.333333333333332,0.22413793103448276,High,Very High SSR,2025-08-03,6.512157176512634,0.16836768994068774,508,Easy,8.093962398901414,0.046699485581273584,220,Medium
G7,4429,2025-08-07,ORD,FSD,2025-08-07 15:52:00+00:00,2025-08-07T17:44:00Z,2025-08-07 15:51:00+00:00,2025-08-07T17:36:00Z,50,CRJ-550,Express,57,78,29,-1.0,2.689655172413793,0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,24.0,3.0,21.0,0.04,12.0,0.125,High,Very High SSR,2025-08-07,6.824128089437863,0.33528429984486097,455,Easy,0.05662253678930708,0.011761828904061435,494,Easy
UA,1899,2025-08-01,ORD,YYC,2025-08-01 20:05:00+00:00,2025-08-01T22:53:00Z,2025-08-01 21:19:00+00:00,2025-08-01T23:47:00Z,126,A319-100,Mainline,70,102,52,74.0,1.9615384615384615,0,30.0,0.0,9.0,9.0,1.0,9.0,6.0,0.3,0.03333333333333333,0.3,0.3,5.0,89.0,2.0,38.0,0.23809523809523808,2.966666666666667,0.02247191011235955,Very High,Medium SSR,2025-08-01,22.675170431693022,0.2787062717076317,418,Easy,12.48359472355029,0.08022549540966288,189,Medium
UA,2137,2025-08-03,ORD,SLC,2025-08-03 09:02:00+00:00,2025-08-03T11:40:00Z,2025-08-03 09:00:00+00:00,2025-08-03T11:40:00Z,166,B737-800,Mainline,68,76,51,-2.0,1.4901960784313726,0,5.0,0.0,2.0,2.0,0.0,2.0,2.0,0.4,0.0,0.4,0.4,2.5,89.0,12.0,58.0,0.030120481927710843,17.8,0.1348314606741573,High,Medium SSR,2025-08-03,20.784251132517863,0.46017585836432584,173,Difficult,3.996780804048377,0.03047986101270096,333,Medium
UA,1576,2025-08-10,ORD,LGA,2025-08-10 20:00:00+00:00,2025-08-10T23:22:00Z,2025-08-10 20:00:00+00:00,2025-08-10T23:34:00Z,166,B737-800,Mainline,80,73,51,0.0,1.4313725490196079,0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.5,50.0,0.0,13.0,0.018072289156626505,16.666666666666668,0.0,Medium,High SSR,2025-08-10,25.709538424418632,0.3029252496839194,369,Medium,0.41578015281708053,0.00713435151258074,506,Easy
UA,2004,2025-08-11,ORD,SYR,2025-08-11 13:45:00+00:00,2025-08-11T16:44:00Z,2025-08-11 13:53:00+00:00,2025-08-11T16:39:00Z,150,A320-200,Mainline,84,102,46,8.0,2.217391304347826,0,11.0,0.0,7.0,7.0,0.0,7.0,6.0,0.6363636363636364,0.0,0.6363636363636364,0.6363636363636364,1.8333333333333333,101.0,18.0,82.0,0.07333333333333333,9.181818181818182,0.1782178217821782,Very High,High SSR,2025-08-11,6.296987030081983,0.259026248343325,182,Difficult,8.757373975938606,0.02061800920806691,197,Medium
UA,343,2025-08-02,ORD,SFO,2025-08-02 10:53:00+00:00,2025-08-02T13:40:00Z,2025-08-02 10:52:00+00:00,2025-08-02T13:23:00Z,200,A321-2NX,Mainline,1079,1115,62,-1.0,17.983870967741936,0,3.0,0.0,2.0,2.0,1.0,2.0,2.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.5,128.0,0.0,34.0,0.015,42.666666666666664,0.0,Medium,High SSR,2025-08-02,23.880277874007668,0.4477451325368218,86,Difficult,28.788317836340035,0.06142795186535837,83,Difficult
UA,2370,2025-08-11,ORD,BOS,2025-08-11 14:28:00+00:00,2025-08-11T18:06:00Z,2025-08-11 14:28:00+00:00,2025-08-11T18:06:00Z,179,B737-900,Mainline,79,69,56,0.0,1.2321428571428572,0,8.0,0.0,5.0,5.0,2.0,5.0,5.0,0.625,0.25,0.625,0.625,1.6,132.0,1.0,57.0,0.0446927374301676,16.5,0.007575757575757576,Very High,High SSR,2025-08-11,-1.7015761335933384,0.16454397365364717,399,Easy,7.199929877220085,0.01831326372642241,229,Medium
UA,2189,2025-08-01,ORD,LGA,2025-08-01 13:00:00+00:00,2025-08-01T16:20:00Z,2025-08-01 12:56:00+00:00,2025-08-01T15:56:00Z,166,B737-MAX8,Mainline,96,94,60,-4.0,1.5666666666666667,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,63.0,2.0,7.0,0.006024096385542169,63.0,0.031746031746031744,Medium,Very High SSR,2025-08-01,25.240335519467447,0.313223324256694,340,Medium,0.2445880139287345,0.021151922518494848,505,Easy
